,task_id,hash,native_id,process,tag,name,hostname,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,env,CPU_energy_consumption,DRAM_energy_consumption,energy_consumption,avg_power,cpu_model
10,111,b1/97d7d5,nf-b197d7d586d6489a702a884ada5682d8-71a83,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chrY_9055175-9057608,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrY_9055175-9057608),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195428714,1763195435000,1763195435000,0,0.0,-,23.9,0.0,3.1,4.3,3250585.6,4508876.8,0.113,0.0038,234,48,8.0,0.012,2,4,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
11,99,6f/70020c,nf-6f70020c00b56a36f73f16814308f21d-c3199,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chr20_36314720-64334167,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr20_36314720-64334167),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195428837,1763195435000,1763195436000,1000,1000,-,5.0,0.0,3.2,4.3,3355443.2,4508876.8,0.1135,0.0043,250,48,0.0,0.012,2,4,PYTHONNOUSERSITE=1,133.189417,19.661464,152.850881,152.850881,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
12,92,85/1269d0,nf-851269d0b1cddf04a1f825267c9c8627-899df,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chr2_238904048-242183529,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr2_238904048-242183529),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195428945,1763195434000,1763195434000,0,0.0,-,62.7,0.0,2.9,4.3,3040870.4,4508876.8,0.112,0.0039,234,48,0.0,0.012,1,0,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
13,102,7e/a10a07,nf-7ea10a07fb4c07cbe2fe3faa0869d7cd-cbe1a,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chr6_95070791-167591393,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr6_95070791-167591393),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195428878,1763195435000,1763195435000,0,0.0,-,22.9,0.0,3.1,4.3,3250585.6,4508876.8,0.1119,0.0036,234,48,4.0,0.012,2,4,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
14,95,70/3496fe,nf-703496fe5b7cb02e9771650d089d5107-7b44b,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chr15_20729747-21193490,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr15_20729747-21193490),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195429028,1763195439000,1763195439000,0,0.0,-,51.2,0.0,3.2,4.3,3355443.2,4508876.8,0.1123,0.0038,238,48,0.0,0.012,2,4,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
15,96,5d/43723c,nf-5d43723ca12ad644870219bd5159ffd1-c5c63,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chr7_58169654-60828234,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr7_58169654-60828234),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195428983,1763195440000,1763195440000,0,0.0,-,37.5,0.0,3.1,4.3,3250585.6,4508876.8,0.11209999999999999,0.0037,261,48,8.0,0.012,2,4,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
16,106,17/fd7b06,nf-17fd7b069164e9a3fc1c309cecd9d675-f5f90,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chrX_37285838-49348394,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrX_37285838-49348394),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195429066,1763195440000,1763195440000,0,0.0,-,71.1,0.0,3.1,4.3,3250585.6,4508876.8,0.11209999999999999,0.0037,261,48,0.0,0.012,2,1,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
17,109,d3/dd16fc,nf-d3dd16fc0ae79c464f83dbe65cbf2da2-34d02,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chr13_86252980-111703855,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr13_86252980-111703855),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195429104,1763195440000,1763195440000,0,0.0,-,34.3,0.0,3.0,4.3,3145728.0,4508876.8,0.1123,0.0038,233,48,4.0,0.012,3,2,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
18,103,d9/a9080a,nf-d9a9080a8143e61a90176d9e743d25a9-e4ae3,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chr17_60001-448188,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr17_60001-448188),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195429190,1763195439000,1763195439000,0,0.0,-,95.0,0.0,3.1,4.3,3250585.6,4508876.8,0.1125,0.0038,235,48,0.0,0.012,2,2,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
19,101,7e/72ce51,nf-7e72ce510fd43d636c3dc407bc0d6fe0-855f7,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chr5_139453660-155760324,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr5_139453660-155760324),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195429150,1763195440000,1763195440000,0,0.0,-,29.4,0.0,3.1,4.3,3250585.6,4508876.8,0.112,0.0037,233,48,0.0,0.012,3,13,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
20,97,bd/d0ff1a,nf-bdd0ff1a980afa7998ef4398934818d4-85e6f,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chr10_39590436-39593013,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr10_39590436-39593013),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195429285,1763195448000,1763195448000,0,0.0,-,50.8,0.0,3.0,4.3,3145728.0,4508876.8,0.11209999999999999,0.0037,235,48,0.0,0.012,2,1,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
21,108,b1/077451,nf-b1077451a54207ed91dd793251fc4825-f2e9f,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chr11_51078349-54425074,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr11_51078349-54425074),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195429242,1763195448000,1763195449000,1000,0.0,-,41.9,0.0,3.1,4.3,3250585.6,4508876.8,0.112,0.0036,261,48,0.0,0.012,3,2,PYTHONNOUSERSITE=1,134.339744,19.664859999999997,154.004604,154.004604,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
22,91,9f/b27bc6,nf-9fb27bc6ee5d6291ef10b7a2ca89046b-d442e,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT,chr2_16146120-32867130,NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr2_16146120-32867130),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/htslib:1.20--h5efdd21_2,1,4000,-,1073741824.0,1,1763195429326,1763195448000,1763195449000,1000,0.0,-,51.2,0.0,3.0,4.3,3145728.0,4508876.8,0.112,0.0036,261,48,0.0,0.012,3,2,PYTHONNOUSERSITE=1,134.870992,18.622625,153.493617,153.493617,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
23,18,00/7136b0,nf-007136b045268d2f75f9c608896acf88-a92ae,NFCORE_SAREK:SAREK:FASTP,SRR11452393-6,NFCORE_SAREK:SAREK:FASTP (SRR11452393-6),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.4--h5f740d0_0,12,8000,-,4294967296.0,1,1763195417894,1763195418000,1763195504000,86000,86000,-,1081.6,0.8,2000.0,2900.0,2147483648.0,3113851289.6,4800.0,5000.0,1432,14050,5.6,5000.0,52,53,PYTHONNOUSERSITE=1,11186.057911,1610.967615,12797.025526,148.80262239534883,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
24,26,49/31ba67,nf-4931ba676544c824e3a4f94018389694-ddbf3,NFCORE_SAREK:SAREK:FASTP,SRR11452397-2,NFCORE_SAREK:SAREK:FASTP (SRR11452397-2),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.4--h5f740d0_0,12,8000,-,4294967296.0,1,1763195418007,1763195418000,1763195509000,91000,91000,-,1038.5,0.8,2100.0,3000.0,2254857830.4,3221225472.0,5500.0,5700.0,1607,15922,4.3,5700.0,58,31,PYTHONNOUSERSITE=1,11939.706371999999,1614.85097,13554.557341999998,148.95117958241755,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
25,21,62/442dd3,nf-62442dd3f034ede93047ee1fbe1053db-f9641,NFCORE_SAREK:SAREK:FASTP,SRR11452395-4,NFCORE_SAREK:SAREK:FASTP (SRR11452395-4),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.4--h5f740d0_0,12,8000,-,4294967296.0,1,1763195418046,1763195418000,1763195505000,87000,87000,-,1082.3,0.8,2000.0,2900.0,2147483648.0,3221225472.0,4900.0,5100.0,1463,14194,2.9,5100.0,77,38,PYTHONNOUSERSITE=1,11286.017555,1625.1877259999999,12911.205281,148.40465840229885,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
26,28,86/1f3d06,nf-861f3d06578065597260e8cbfecb4200-ca90a,NFCORE_SAREK:SAREK:FASTP,SRR11452398-1,NFCORE_SAREK:SAREK:FASTP (SRR11452398-1),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.4--h5f740d0_0,12,8000,-,4294967296.0,1,1763195418288,1763195507000,1763195589000,82000,82000,-,1038.8,0.8,2000.0,2900.0,2147483648.0,3113851289.6,4800.0,5000.0,1430,14002,0.0,5000.0,52,50,PYTHONNOUSERSITE=1,11025.123204,1563.0602709999998,12588.183475,153.51443262195122,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
27,29,b8/a801c8,nf-b8a801c8aaac0bf562249cc7d74bdbad-8d285,NFCORE_SAREK:SAREK:FASTP,SRR11452399-6,NFCORE_SAREK:SAREK:FASTP (SRR11452399-6),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.4--h5f740d0_0,12,8000,-,4294967296.0,1,1763195418356,1763195517000,1763195600000,83000,83000,-,1097.9,0.8,2000.0,2900.0,2147483648.0,3113851289.6,5000.0,5200.0,1487,14818,0.0,5200.0,48,83,PYTHONNOUSERSITE=1,11112.08044,1575.627017,12687.707457,152.86394526506024,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
28,31,b4/e4086c,nf-b4e4086ce1ab41301b769cf6dd53ccb3-d5b2e,NFCORE_SAREK:SAREK:FASTP,SRR11452400-5,NFCORE_SAREK:SAREK:FASTP (SRR11452400-5),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.4--h5f740d0_0,12,8000,-,4294967296.0,1,1763195418389,1763195592000,1763195663000,71000,71000,-,1062.5,0.8,2000.0,2900.0,2147483648.0,3221225472.0,4300.0,4400.0,1296,12562,0.0,4400.0,47,39,PYTHONNOUSERSITE=1,9453.514678,1356.028061,10809.542739,152.2470808309859,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
29,33,7c/da9261,nf-7cda9261a3c260c8a90e6484cf507a9a-7859f,NFCORE_SAREK:SAREK:FASTP,SRR11452401-4,NFCORE_SAREK:SAREK:FASTP (SRR11452401-4),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.4--h5f740d0_0,12,8000,-,4294967296.0,1,1763195418461,1763195603000,1763195670000,67000,67000,-,1103.5,0.8,2000.0,2900.0,2147483648.0,3113851289.6,4000.0,4100.0,1221,11746,0.0,4100.0,47,38,PYTHONNOUSERSITE=1,8753.457145,1265.8176079999998,10019.274753,149.5414142238806,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
30,24,c2/9ca9db,nf-c29ca9dbad708713334457682c0c4b53-533e8,NFCORE_SAREK:SAREK:FASTQC,SRR11452396-3,NFCORE_SAREK:SAREK:FASTQC (SRR11452396-3),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/fastqc:0.12.1--hdfd78af_0,4,8000,-,4294967296.0,1,1763195418090,1763195418000,1763195699000,281000,281000,-,199.0,0.5,1200.0,7000.0,1288490188.8,7623566950.4,4700.0,3.5,9894732,12639,31.3,5.0,4,0,PYTHONNOUSERSITE=1,36855.503244,4911.755741,41767.258985,148.63793233096087,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
31,19,96/ae1312,nf-96ae13128603bf668f86005ad0b5717f-56fd6,NFCORE_SAREK:SAREK:FASTQC,SRR11452394-5,NFCORE_SAREK:SAREK:FASTQC (SRR11452394-5),hu-worker-c37,COMPLETED,0,-,quay.io/biocontainers/fastqc:0.12.1--hdfd78af_0,4,8000,-,4294967296.0,1,1763195418120,1763195418000,1763195696000,278000,278000,-,199.5,0.5,1200.0,7000.0,1288490188.8,7623566950.4,4100.0,3.5,8507991,12628,64.9,5.4,177,9,PYTHONNOUSERSITE=1,36460.851911,5205.214392,41666.066303,149.8779363417266,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
32,17,34/8e5403,nf-348e5403c4b1d2185d128932b44f5646-a0d06,NFCORE_SAREK:SAREK:FASTQC,SRR11452393-6,NFCORE_SAREK:SAREK:FASTQC (SRR11452393-6),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/fastqc:0.12.1--hdfd78af_0,4,8000,-,4294967296.0,1,1763195417963,1763195418000,1763195703000,285000,285000,-,198.8,0.5,1200.0,7000.0,1288490188.8,7623566950.4,4800.0,3.4,10029946,12612,1.4,5.0,4,0,PYTHONNOUSERSITE=1,37347.617707,4977.321688,42324.939394999994,148.50855928070175,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
33,22,1d/e26a0f,nf-1de26a0f96e7a5d04ecdfe6a12a84dac-ab123,NFCORE_SAREK:SAREK:FASTQC,SRR11452395-4,NFCORE_SAREK:SAREK:FASTQC (SRR11452395-4),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/fastqc:0.12.1--hdfd78af_0,4,8000,-,4294967296.0,1,1763195418218,1763195418000,1763195713000,295000,295000,-,196.5,0.5,1400.0,7000.0,1503238553.6,7623566950.4,4900.0,3.4,10288039,12610,0.0,5.0,4,0,PYTHONNOUSERSITE=1,38529.166196,5139.573614,43668.73981,148.02962647457628,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
34,34,b0/6c2998,nf-b06c2998a8db52fe2204061afac5fa7c-13969,NFCORE_SAREK:SAREK:FASTQC,SRR11452401-4,NFCORE_SAREK:SAREK:FASTQC (SRR11452401-4),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/fastqc:0.12.1--hdfd78af_0,4,8000,-,4294967296.0,1,1763195418491,1763195518000,1763195743000,225000,225000,-,199.8,0.5,1200.0,7000.0,1288490188.8,7516192768.0,4000.0,3.5,8296288,12658,0.0,4.5,5,17,PYTHONNOUSERSITE=1,29539.213503,3907.58452,33446.798022999996,148.65243565777777,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
35,25,2c/c43818,nf-2cc43818249f45f6f37499bd2db8a661-53e2f,NFCORE_SAREK:SAREK:FASTQC,SRR11452397-2,NFCORE_SAREK:SAREK:FASTQC (SRR11452397-2),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/fastqc:0.12.1--hdfd78af_0,4,8000,-,4294967296.0,1,1763195417822,1763195418000,1763195749000,331000,331000,-,197.8,0.5,1100.0,7000.0,1181116006.4,7623566950.4,5500.0,3.5,11456434,12631,39.2,5.2,169,1,PYTHONNOUSERSITE=1,43233.881690999995,5762.658539999999,48996.54023099999,148.0258013021148,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
36,32,3d/b6c9d1,nf-3db6c9d19dca2edea6c0d32f4c78d213-0499a,NFCORE_SAREK:SAREK:FASTQC,SRR11452400-5,NFCORE_SAREK:SAREK:FASTQC (SRR11452400-5),hu-worker-c38,COMPLETED,0,-,quay.io/biocontainers/fastqc:0.12.1--hdfd78af_0,4,8000,-,4294967296.0,1,1763195418427,1763195517000,1763195759000,242000,242000,-,198.7,0.5,1100.0,7000.0,1181116006.4,7623566950.4,4300.0,3.4,8911962,12610,0.0,4.6,5,14,PYTHONNOUSERSITE=1,31685.165711999998,4194.301011,35879.466723,148.2622591859504,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
